,1,2
0,2019-02-23 14:04:00,2181112.0
1,2019-02-23 14:05:00,2725146.0
2,2019-02-23 14:06:00,2945218.0
3,2019-02-23 14:07:00,3114802.0
4,2019-02-23 14:08:00,3439768.0
5,2019-02-23 14:09:00,3693014.0
6,2019-02-23 14:10:00,3956494.0
7,2019-02-23 14:11:00,4236822.0
8,2019-02-23 14:12:00,4681948.0
9,2019-02-23 14:13:00,5093018.0
10,2019-02-23 14:14:00,5500778.0
11,2019-02-23 14:15:00,5829846.0
12,2019-02-23 14:16:00,5923382.0
13,2019-02-23 14:17:00,5995680.0
14,2019-02-23 14:18:00,6050248.0
15,2019-02-23 14:19:00,6217984.0
16,2019-02-23 14:20:00,6266174.0
17,2019-02-23 14:21:00,6433492.0
18,2019-02-23 14:22:00,6628074.0
19,2019-02-23 14:23:00,6844610.0
20,2019-02-23 14:24:00,7018894.0
21,2019-02-23 14:25:00,7086318.0
22,2019-02-23 14:26:00,7106850.0
23,2019-02-23 14:27:00,7207520.0
24,2019-02-23 14:28:00,7313610.0
25,2019-02-23 14:29:00,7357828.0
26,2019-02-23 14:30:00,7678350.0
27,2019-02-23 14:31:00,7781216.0
28,2019-02-23 14:32:00,8574290.0
29,2019-02-23 14:33:00,9188774.0
30,2019-02-23 14:34:00,9423186.0
