,1,2
0,2019-03-10 11:30:10,262580.0
1,2019-03-10 11:30:20,266374.0
2,2019-03-10 11:30:30,321166.0
3,2019-03-10 11:30:40,395470.0
4,2019-03-10 11:30:50,478050.0
5,2019-03-10 11:31:00,555596.0
6,2019-03-10 11:31:10,628834.0
7,2019-03-10 11:31:20,711572.0
8,2019-03-10 11:31:30,789232.0
9,2019-03-10 11:31:40,868792.0
10,2019-03-10 11:31:50,951974.0
11,2019-03-10 11:32:00,1033926.0
12,2019-03-10 11:32:10,1111030.0
13,2019-03-10 11:32:20,1201980.0
14,2019-03-10 11:32:30,1286870.0
15,2019-03-10 11:32:40,1368668.0
16,2019-03-10 11:32:50,1450640.0
17,2019-03-10 11:33:00,1533076.0
18,2019-03-10 11:33:10,1615562.0
19,2019-03-10 11:33:20,1698966.0
20,2019-03-10 11:33:30,1782912.0
21,2019-03-10 11:33:40,1857064.0
22,2019-03-10 11:33:50,1935928.0
23,2019-03-10 11:34:00,2017368.0
24,2019-03-10 11:34:10,2097496.0
25,2019-03-10 11:34:20,2181638.0
26,2019-03-10 11:34:30,2163796.0
27,2019-03-10 11:34:40,2084362.0
28,2019-03-10 11:34:50,2010062.0
29,2019-03-10 11:35:00,2017882.0
30,2019-03-10 11:35:10,2029592.0
31,2019-03-10 11:35:20,2090824.0
32,2019-03-10 11:35:30,2164494.0
33,2019-03-10 11:35:40,2202566.0
34,2019-03-10 11:35:50,2263772.0
35,2019-03-10 11:36:00,2290610.0
36,2019-03-10 11:36:10,2212328.0
37,2019-03-10 11:36:20,2169846.0
38,2019-03-10 11:36:30,2139914.0
39,2019-03-10 11:36:40,2079122.0
40,2019-03-10 11:36:50,2080112.0
41,2019-03-10 11:37:00,2079348.0
42,2019-03-10 11:37:10,1893172.0
43,2019-03-10 11:37:20,1892796.0
44,2019-03-10 11:37:30,1894220.0
45,2019-03-10 11:37:40,1829582.0
46,2019-03-10 11:37:50,1828110.0
47,2019-03-10 11:38:00,1827096.0
48,2019-03-10 11:38:10,1830732.0
49,2019-03-10 11:38:20,1832400.0
50,2019-03-10 11:38:30,1833930.0
51,2019-03-10 11:38:40,1793026.0
52,2019-03-10 11:38:50,1790960.0
53,2019-03-10 11:39:00,1789392.0
54,2019-03-10 11:39:10,1791076.0
55,2019-03-10 11:39:20,1786252.0
56,2019-03-10 11:39:30,1790320.0
57,2019-03-10 11:39:40,1789820.0
58,2019-03-10 11:39:50,1788400.0
59,2019-03-10 11:40:00,1727464.0
60,2019-03-10 11:40:10,1729128.0
61,2019-03-10 11:40:20,1728386.0
62,2019-03-10 11:40:30,1692274.0
63,2019-03-10 11:40:40,1692382.0
64,2019-03-10 11:40:50,1685070.0
65,2019-03-10 11:41:00,1680890.0
66,2019-03-10 11:41:10,1627364.0
67,2019-03-10 11:41:20,1629176.0
68,2019-03-10 11:41:30,1625490.0
69,2019-03-10 11:41:40,1627518.0
70,2019-03-10 11:41:50,1625758.0
71,2019-03-10 11:42:00,1579414.0
72,2019-03-10 11:42:10,1574996.0
73,2019-03-10 11:42:20,1578028.0
74,2019-03-10 11:42:30,1578330.0
75,2019-03-10 11:42:40,1577360.0
76,2019-03-10 11:42:50,1578390.0
77,2019-03-10 11:43:00,1523356.0
78,2019-03-10 11:43:10,1512884.0
79,2019-03-10 11:43:20,1491920.0
80,2019-03-10 11:43:30,1504980.0
81,2019-03-10 11:43:40,1549980.0
82,2019-03-10 11:43:50,1609954.0
83,2019-03-10 11:44:00,1700500.0
84,2019-03-10 11:44:10,1734768.0
85,2019-03-10 11:44:20,1730294.0
86,2019-03-10 11:44:30,1730652.0
87,2019-03-10 11:44:40,1723356.0
88,2019-03-10 11:44:50,1701032.0
89,2019-03-10 11:45:00,1646408.0
90,2019-03-10 11:45:10,1615832.0
91,2019-03-10 11:45:20,1588772.0
92,2019-03-10 11:45:30,1575298.0
93,2019-03-10 11:45:40,1544448.0
94,2019-03-10 11:45:50,1508834.0
95,2019-03-10 11:46:00,1493118.0
96,2019-03-10 11:46:10,1487440.0
97,2019-03-10 11:46:20,1470354.0
98,2019-03-10 11:46:30,1395670.0
99,2019-03-10 11:46:40,1384642.0
100,2019-03-10 11:46:50,1373604.0
101,2019-03-10 11:47:00,1366818.0
102,2019-03-10 11:47:10,1248580.0
103,2019-03-10 11:47:20,1201096.0
104,2019-03-10 11:47:30,1071638.0
105,2019-03-10 11:47:40,993644.0
106,2019-03-10 11:47:50,920944.0
107,2019-03-10 11:48:00,881706.0
108,2019-03-10 11:48:10,652690.0
109,2019-03-10 11:48:20,597762.0
110,2019-03-10 11:48:30,574714.0
111,2019-03-10 11:48:40,576016.0
112,2019-03-10 11:48:50,558610.0
113,2019-03-10 11:49:00,438412.0
114,2019-03-10 11:49:10,403816.0
115,2019-03-10 11:49:20,397978.0
116,2019-03-10 11:49:30,356300.0
117,2019-03-10 11:49:40,343928.0
118,2019-03-10 11:49:50,342852.0
119,2019-03-10 11:50:00,334774.0
120,2019-03-10 11:50:10,287740.0
121,2019-03-10 11:50:20,278728.0
122,2019-03-10 11:50:30,278728.0
123,2019-03-10 11:50:40,266546.0
124,2019-03-10 11:50:50,272112.0
125,2019-03-10 11:51:00,256994.0
126,2019-03-10 11:51:10,256994.0
127,2019-03-10 11:51:20,256994.0
128,2019-03-10 11:51:30,256994.0
129,2019-03-10 11:51:40,257078.0
130,2019-03-10 11:51:50,257116.0
131,2019-03-10 11:52:00,257748.0
132,2019-03-10 11:52:10,257748.0
133,2019-03-10 11:52:20,257748.0
134,2019-03-10 11:52:30,257796.0
135,2019-03-10 11:52:40,257796.0
136,2019-03-10 11:52:50,257796.0
137,2019-03-10 11:53:00,257796.0
138,2019-03-10 11:53:10,257796.0
139,2019-03-10 11:53:20,257796.0
140,2019-03-10 11:53:30,257796.0
141,2019-03-10 11:53:40,257796.0
142,2019-03-10 11:53:50,257796.0
143,2019-03-10 11:54:00,257796.0
144,2019-03-10 11:54:10,257796.0
145,2019-03-10 11:54:20,257796.0
146,2019-03-10 11:54:30,257796.0
147,2019-03-10 11:54:40,257796.0
148,2019-03-10 11:54:50,257796.0
149,2019-03-10 11:55:00,257796.0
150,2019-03-10 11:55:10,257798.0
151,2019-03-10 11:55:20,257798.0
152,2019-03-10 11:55:30,257800.0
153,2019-03-10 11:55:40,257800.0
154,2019-03-10 11:55:50,257800.0
155,2019-03-10 11:56:00,258178.0
156,2019-03-10 11:56:10,258178.0
157,2019-03-10 11:56:20,258178.0
158,2019-03-10 11:56:30,258178.0
159,2019-03-10 11:56:40,258178.0
160,2019-03-10 11:56:50,258178.0
161,2019-03-10 11:57:00,258180.0
162,2019-03-10 11:57:10,258210.0
163,2019-03-10 11:57:20,258212.0
164,2019-03-10 11:57:30,258262.0
165,2019-03-10 11:57:40,258262.0
166,2019-03-10 11:57:50,258262.0
167,2019-03-10 11:58:00,258304.0
168,2019-03-10 11:58:10,258304.0
169,2019-03-10 11:58:20,258304.0
170,2019-03-10 11:58:30,258306.0
171,2019-03-10 11:58:40,258306.0
172,2019-03-10 11:58:50,258306.0
173,2019-03-10 11:59:00,258306.0
174,2019-03-10 11:59:10,258306.0
175,2019-03-10 11:59:20,258322.0
176,2019-03-10 11:59:30,258322.0
177,2019-03-10 11:59:40,258388.0
178,2019-03-10 11:59:50,258388.0
179,2019-03-10 12:00:00,258500.0
