,1,2
0,05.03.2019 11:30:00,38111.886
1,05.03.2019 11:31:00,38111.886
2,05.03.2019 11:32:00,38111.886
3,05.03.2019 11:33:00,38111.886
4,05.03.2019 11:34:00,38111.886
5,05.03.2019 11:35:00,38111.886
6,05.03.2019 11:36:00,38111.886
7,05.03.2019 11:37:00,38111.886
8,05.03.2019 11:38:00,38111.886
9,05.03.2019 11:39:00,38111.886
10,05.03.2019 11:40:00,38111.886
11,05.03.2019 11:41:00,38111.886
12,05.03.2019 11:42:00,38111.886
13,05.03.2019 11:43:00,38111.886
14,05.03.2019 11:44:00,38111.886
15,05.03.2019 11:45:00,38111.886
16,05.03.2019 11:46:00,38111.886
17,05.03.2019 11:47:00,38111.886
18,05.03.2019 11:48:00,38111.886
19,05.03.2019 11:49:00,38111.886
20,05.03.2019 11:50:00,38111.886
21,05.03.2019 11:51:00,38111.886
22,05.03.2019 11:52:00,38111.886
23,05.03.2019 11:53:00,38111.886
24,05.03.2019 11:54:00,38111.886
25,05.03.2019 11:55:00,38111.886
26,05.03.2019 11:56:00,38111.886
27,05.03.2019 11:57:00,38111.886
28,05.03.2019 11:58:00,38111.886
29,05.03.2019 11:59:00,38111.886
30,05.03.2019 12:00:00,38111.886
