app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:10,1925495.71
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:11,1935072.387
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:12,1944649.065
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:13,1954225.742
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:14,1963802.42
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:15,1973379.097
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:16,2178578.431
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:17,1495829.855
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:18,2174440.669
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:19,1724652.16
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:20,2134516.161
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:21,2352970.917
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:22,2360874.168
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:23,1983922.448
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:24,2104436.915
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:25,1750286.507
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:26,2178950.432
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:27,2414082.804
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:28,2844880.947
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:29,2599992.917
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:30,2585684.035
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:31,3537676.632
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:32,3536838.159
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:33,3937281.635
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:34,3786308.371
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:35,3943570.197
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:36,4191169.991
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:37,4399244.807
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:38,4497104.895
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:39,4644425.949
app-20190224110943-0003.0.jvm.heap.used,24.02.2019 11:40,4644425.949
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:10,111434.6581
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:11,111541.281
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:12,111647.904
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:13,111754.527
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:14,111861.1499
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:15,111845.852
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:16,112128.7107
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:17,112168.4093
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:18,112199.2307
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:19,112637.6987
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:20,112789.6413
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:21,112243.9493
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:22,112832.9693
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:23,113678.3733
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:24,113730.3067
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:25,113767.1773
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:26,113742.2187
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:27,114755.576
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:28,115300.4813
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:29,115221.1267
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:30,115500.5627
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:31,116498.3613
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:32,116619.4427
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:33,116800.9853
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:34,116729.0933
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:35,116708.2733
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:36,116845.232
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:37,116913.4693
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:38,117102.4173
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:39,117350.7413
app-20190224110943-0003.0.jvm.non-heap.used,24.02.2019 11:40,117350.7413
app-20190224110943-0003.1.jvm.heap.used,24.02.2019 11:10,3440888.524
app-20190224110943-0003.1.jvm.heap.used,24.02.2019 11:11,3559641.846
app-20190224110943-0003.1.jvm.heap.used,24.02.2019 11:12,3678395.169
app-20190224110943-0003.1.jvm.heap.used,24.02.2019 11:13,3797148.491
