,1,2
0,2019-02-22 08:48:00,827808.0
1,2019-02-22 08:49:00,2644794.0
2,2019-02-22 08:50:00,4629822.0
3,2019-02-22 08:51:00,5253452.0
4,2019-02-22 08:52:00,5358100.0
5,2019-02-22 08:53:00,5496516.0
6,2019-02-22 08:54:00,5797170.0
7,2019-02-22 08:55:00,6018670.0
8,2019-02-22 08:56:00,6121476.0
9,2019-02-22 08:57:00,6619638.0
10,2019-02-22 08:58:00,6878964.0
11,2019-02-22 08:59:00,7203602.0
12,2019-02-22 09:00:00,7372786.0
13,2019-02-22 09:01:00,7558556.0
14,2019-02-22 09:02:00,7893018.0
15,2019-02-22 09:03:00,8416482.0
16,2019-02-22 09:04:00,8702854.0
17,2019-02-22 09:05:00,9062512.0
18,2019-02-22 09:06:00,9197142.0
19,2019-02-22 09:07:00,9544368.0
20,2019-02-22 09:08:00,9701098.0
21,2019-02-22 09:09:00,9473684.0
22,2019-02-22 09:10:00,9799302.0
23,2019-02-22 09:11:00,9827766.0
24,2019-02-22 09:12:00,9746730.0
25,2019-02-22 09:13:00,9637630.0
26,2019-02-22 09:14:00,9827556.0
27,2019-02-22 09:15:00,9951424.0
28,2019-02-22 09:16:00,9864526.0
29,2019-02-22 09:17:00,9835624.0
30,2019-02-22 09:18:00,9850020.0
31,2019-02-22 09:19:00,9864972.0
